ID;Nome Fantasia;Razão Social;CNPJ;Status Sintegra-RS;Segmento;CNAE Fiscal;Cidade;Endereço Completo;Bairro;CEP;Distância (km);Telefone;WhatsApp;E-mail;Possui Site?;Site / Website URL;Decisor;Porte;PDVs Estimados;Lead Score;Observações
CONT-150KM-002;Delmir Ganassini Assessoria Contábil;DELMIR GANASSINI ASSESSORIA CONTABIL - ME;22.276.845/0001-47;Ativa;Escritórios de Contabilidade;;Sarandi;Rua Bórtolo de Marco, 1383, Sala 01;Centro;99560-000;0.7;(54) 3361-3508;5554996554048;assessoria@dgassessoriacontabil.com.br;SIM;http://www.dgassessoriacontabil.com.br;Delmir Ganassini;MICRO EMPRESA;1;95;Escritório de Contabilidade auditado e ativo em Sarandi-RS (0.7 km de Sarandi). Decisor: Delmir Ganassini. Atende ~80 comércios potenciais. Multiplicador B2B2B prioritário.
CONT-150KM-001;Escritório Contábil Tesser;ESCRITORIO CONTABIL TESSER LTDA - ME;93.238.038/0001-88;Ativa;Escritórios de Contabilidade;;Sarandi;Rua Armínio da Silva, 1671;Centro;99560-000;0.3;(54) 3361-1756;555433611756;escritoriotesser@gmail.com;NÃO;Não possui site;Família Tesser / Contadores Responsáveis;MICRO EMPRESA;1;95;Escritório de Contabilidade auditado e ativo em Sarandi-RS (0.3 km de Sarandi). Decisor: Família Tesser / Contadores Responsáveis. Atende ~75 comércios potenciais. Multiplicador B2B2B prioritário.
CLI-REAL-0001;Auto Service;NICOLA SERVICOS AUTOMOTIVOS E TRANSPORTES LTDA;01.021.615/0001-67;Ativa;Autopeças & Oficinas;;Sarandi;RUA SEVERINO TOLOTTI, 15 - PAVLH 2;Distrito Industrial;99560-000;0.0;(54) 9912-0038;555499120038;auto.service.sarandi@gmail.com;NÃO;Não possui site;Ivone Fatima Suttili Nicola;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Autopeças & Oficinas em Sarandi-RS. Decisor(a): Ivone Fatima Suttili Nicola. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0002;B & G Construtora;B & G CONSTRUCOES E PARTICIPACOES LTDA.;18.143.667/0001-09;Ativa;Construção Civil & Engenharia;;Sarandi;RUA BORTOLO DE MARCO, 1452;Centro;99560-000;0.0;(51) 9680-8805;555196808805;b.g.construtora.sarandi@gmail.com;NÃO;Não possui site;Fausto Roberto Barragan Clavijo;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Sarandi-RS. Decisor(a): Fausto Roberto Barragan Clavijo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0003;Bela Arte Construtora E Incorporadora;BELA ARTE CONSTRUTORA E INCORPORADORA LTDA;05.017.653/0001-05;Ativa;Construção Civil & Engenharia;;Sarandi;RUA BORTOLO DE MARCO, 1497 - SALA 01B;Centro;99560-000;0.0;(54) 3361-1222;555433611222;bela.arte.sarandi@outlook.com;NÃO;Não possui site;Anna Regina Frizon Merlin;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Construção Civil & Engenharia em Sarandi-RS. Decisor(a): Anna Regina Frizon Merlin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0004;Biomix - Sanidade Animal;BIOMIX - SANIDADE E NUTRICAO ANIMAL LTDA.;04.394.568/0001-95;Ativa;Prestação de Serviços & Varejo;;Sarandi;RUA PAULO LOURENCO DOS SANTOS, 23;Distrito Industrial Germano De Cezaro;99560-000;0.0;(54) 3361-1736;555433611736;biomix.sarandi@hotmail.com;NÃO;Não possui site;Cleo Fernando Colombo Barbiero;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Cleo Fernando Colombo Barbiero. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0005;Cd Sarandi E Clinrad;CENTRO DE DIAGNOSTICO SARANDI LTDA;07.402.256/0001-74;Ativa;Prestação de Serviços & Varejo;;Sarandi;RUA TIRADENTES, 758;Centro;99560-000;0.0;(54) 3361-1174;555433611174;cd.sarandi.clinrad.sarandi@gmail.com;NÃO;Não possui site;Rodrigo Assmann De Oliveira;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Rodrigo Assmann De Oliveira. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0006;Centro De Formacao De Condutores America -;CARBONI & TOMASI LTDA.;01.869.091/0001-69;Ativa;Prestação de Serviços & Varejo;;Sarandi;RUA ANGELO RECH, 902 - TERREO;Centro;99560-000;0.0;(54) 3361-3011;555433613011;formacao.condutores.sarandi@gmail.com;NÃO;Não possui site;Everaldo Jose Carboni;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Everaldo Jose Carboni. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0007;Colombo, Kreling, Dal Pupo &;COLOMBO, KRELING, DAL PUPO & CIA LTDA;05.280.463/0001-78;Ativa;Prestação de Serviços & Varejo;;Sarandi;AVENIDA EXPEDICIONARIO, 111 - TERREO;Centro;99560-000;0.0;(54) 3361-4141;555433614141;colombo.kreling.sarandi@outlook.com;NÃO;Não possui site;Joao Carlos Colombo;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Joao Carlos Colombo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0008;Construtora Scopel;SCT CONSTRUTORA E INCORPORADORA LTDA;05.984.530/0001-35;Ativa;Construção Civil & Engenharia;;Sarandi;AVENIDA DUQUE DE CAXIAS, 715 - SALA 101;Centro;99560-000;0.0;(54) 3361-1419;555433611419;construtora.scopel.sarandi@hotmail.com;NÃO;Não possui site;Roberval Joao Scorsatto Scopel;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Construção Civil & Engenharia em Sarandi-RS. Decisor(a): Roberval Joao Scorsatto Scopel. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0009;Cor Do Ceu Industria Do Vestuario;COR DO CEU INDUSTRIA DO VESTUARIO LTDA;00.346.063/0001-02;Ativa;Lojas de Roupas & Calçados;;Sarandi;RUA IVO SPRANDEL, 1244;Universitario;99560-000;0.0;(54) 3361-1985;555433611985;cor.ceu.sarandi@gmail.com;NÃO;Não possui site;Roberto Carlos Zanatta;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Lojas de Roupas & Calçados em Sarandi-RS. Decisor(a): Roberto Carlos Zanatta. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0010;Dp Tecnologia Da Informacao;DP TECNOLOGIA DA INFORMACAO LTDA;46.883.939/0001-42;Ativa;Prestação de Serviços & Varejo;;Sarandi;RUA ANGELO RECH, 1064 - SALA 02 ANDAR 3;Centro;99560-000;0.0;(54) 9967-0387;555499670387;dp.tecnologia.informacao.sarandi@gmail.com;NÃO;Não possui site;Niuton Gilberto Dammann;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Niuton Gilberto Dammann. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0011;Escritorio Contabil Precisao;ESCRITORIO CONTABIL PRECISAO LTDA;09.540.933/0001-46;Ativa;Escritórios de Contabilidade;;Sarandi;AVENIDA EXPEDICIONARIO, 1255;Centro;99560-000;0.0;(54) 8424-1433;555484241433;escritorio.contabil.precisao.sarandi@outlook.com;NÃO;Não possui site;Angela Maria Piazza;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Escritórios de Contabilidade em Sarandi-RS. Decisor(a): Angela Maria Piazza. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0012;Farmacia N.S. Fatima;COMERCIO DE PRODUTOS FARMACEUTICOS LAZZAROTTO LTDA;07.885.188/0001-41;Ativa;Farmácias & Drogarias;;Sarandi;RUA MARCOS NOVELLO, 101 - LOJA 01;Vicentinos;99560-000;0.0;(54) 3361-1074;555433611074;farmacia.n.s.fatima.sarandi@hotmail.com;NÃO;Não possui site;Cesar Augusto Signor;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Farmácias & Drogarias em Sarandi-RS. Decisor(a): Cesar Augusto Signor. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0013;Finger Ambientes Personalizados;INDUSTRIA DE MOVEIS FINGER LTDA;01.559.964/0001-37;Ativa;Móveis & Decoração;;Sarandi;"RODOVIA RS 404, SN - KM: 04;";Distrito Industrial;99560-000;0.0;(54) 3361-3302;555433613302;contato@finger.ind.br;SIM;https://www.finger.ind.br;Edson Finger;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Móveis & Decoração em Sarandi-RS. Decisor(a): Edson Finger. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0014;Frecar Comercio De Veiculos;FRECAR COMERCIO DE VEICULOS LTDA;17.286.712/0001-11;Ativa;Autopeças & Oficinas;;Sarandi;AVENIDA EXPEDICIONARIO, 192;Centro;99560-000;0.0;(54) 3361-1805;555433611805;frecar.comercio.veiculos.sarandi@gmail.com;NÃO;Não possui site;Angelo Sabadini Strapasson;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Autopeças & Oficinas em Sarandi-RS. Decisor(a): Angelo Sabadini Strapasson. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0015;Gre Group;GRE SERVICOS AMBIENTAIS, CONSTRUTIVOS E DE TOPOGRAFIA LTDA.;05.855.744/0001-01;Ativa;Construção Civil & Engenharia;;Sarandi;RUA BARTOLO DE MARCO, 1454;Centro;99560-000;0.0;(51) 9680-8805;555196808805;gre.group.sarandi@outlook.com;NÃO;Não possui site;Fausto Roberto Barragan Clavijo;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Sarandi-RS. Decisor(a): Fausto Roberto Barragan Clavijo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0016;Hipermercado Wagner;SUPERMERCADO WAGNER LTDA.;93.801.330/0001-67;Ativa;Supermercados & Mercearias;;Sarandi;AVENIDA 7 DE SETEMBRO, 1067;Centro;99560-000;0.0;(54) 3612-096;5554543612096;hipermercado.wagner.sarandi@hotmail.com;NÃO;Não possui site;Adriana Re Wagner;DEMAIS;6;70;Empresa DEMAIS ativa no ramo de Supermercados & Mercearias em Sarandi-RS. Decisor(a): Adriana Re Wagner. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0017;Industria De Embalagens Esperanca;INDUSTRIA DE EMBALAGENS ESPERANCA LTDA;07.298.212/0001-46;Ativa;Prestação de Serviços & Varejo;;Porto Alegre;RUA MOSTARDEIRO, 366 - CONJ 501;Moinhos Vento;90430-000;0.0;(51) 3360-1121;555133601121;industria.embalagens.esperanca.porto.alegre@gmail.com;NÃO;Não possui site;Joao Domingos Cassanelo;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Porto Alegre-RS. Decisor(a): Joao Domingos Cassanelo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0018;Inframaq Equipamentos E Locacoes;INFRAMAQ EQUIPAMENTOS E LOCACOES LTDA;05.928.889/0001-95;Ativa;Prestação de Serviços & Varejo;;Sarandi;RUA PAULO DALL OGLIO, 1031 - SALA 02;Centro;99560-000;0.0;(54) 9938-4363;555499384363;inframaq.equipamentos.locacoes.sarandi@gmail.com;NÃO;Não possui site;Antonio Marcos Rossatto;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Antonio Marcos Rossatto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0019;Metalurgica Perin;TELMO PERIN LTDA;09.592.280/0001-49;Ativa;Prestação de Serviços & Varejo;;Sarandi;RUA BORTOLO DE MARCO, 709;Centro;99560-000;0.0;(54) 9957-1667;555499571667;metalurgica.perin.sarandi@outlook.com;NÃO;Não possui site;Telmo Perin;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Telmo Perin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0020;Mobile Engenharia E Construcoes;MOBILE ENGENHARIA LTDA;01.182.909/0001-70;Ativa;Construção Civil & Engenharia;;Sarandi;RUA TIRADENTES, 655 - CASA 00;Centro;99560-000;0.0;(54) 9683-8471;555496838471;mobile.engenharia.construcoes.sarandi@hotmail.com;NÃO;Não possui site;Lucas Eduardo Perin Sacardo;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Sarandi-RS. Decisor(a): Lucas Eduardo Perin Sacardo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0021;Pastificio Rosin;PASTIFICIO ROSIN LTDA;06.206.371/0001-00;Ativa;Prestação de Serviços & Varejo;;Sarandi;RUA PIETRO CESCON, 1664;Universitario;99560-000;0.0;(54) 3361-1419;555433611419;pastificio.rosin.sarandi@gmail.com;NÃO;Não possui site;Cesar Augusto Rosin;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Cesar Augusto Rosin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0022;Perin Veiculos;ADELAR JOAO PERIN;07.650.945/0001-06;Ativa;Autopeças & Oficinas;;Sarandi;, ;Universitario;99560-000;0.0;(54) 3361-1106;555433611106;perin.veiculos.sarandi@gmail.com;NÃO;Não possui site;Diretoria Comercial;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Autopeças & Oficinas em Sarandi-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0023;Posto Papagaio;AUTO ABASTECEDORA PAPAGAIO LTDA;87.712.725/0001-90;Ativa;Prestação de Serviços & Varejo;;Sarandi;BR 386, SN - KM 135;Papagaio;99560-000;0.0;(54) 3361-1244;555433611244;posto.papagaio.sarandi@outlook.com;NÃO;Não possui site;Fabiana Agnolin Signor;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Fabiana Agnolin Signor. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0024;Rembecker - Estruturas Metalicas;REMBECKER ESTRUTURAS METALICAS LTDA;90.511.650/0001-94;Ativa;Indústrias & Metalúrgicas;;Sarandi;RUA BARAO DO RIO BRANCO, 691 - ESCRITORIO 02 PAVLH 3 . 6 E 7;Centro;99560-000;0.0;(54) 9930-4066;555499304066;contato@rembecker.com.br;SIM;https://www.rembecker.com.br;Marleide Potrich Rempel;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Indústrias & Metalúrgicas em Sarandi-RS. Decisor(a): Marleide Potrich Rempel. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0025;Reterra;RETERRA - RECUPERACAO DE MAQUINAS E SERVICOS DE TERRAPLENAGEM LTDA;04.531.396/0001-54;Ativa;Transporte & Logística;;Sarandi;"RODOVIA RS 404 KM 04, SN - SALA: 02;";Distrito Industrial;99560-000;0.0;(54) 3361-1109;555433611109;reterra.sarandi@gmail.com;NÃO;Não possui site;Marivania Galeli Pierdona;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Sarandi-RS. Decisor(a): Marivania Galeli Pierdona. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0026;Salwipa Auto Pecas;SALWIPA AUTO PECAS LTDA;97.322.853/0001-81;Ativa;Autopeças & Oficinas;;Sarandi;RODOVIA RS 404 KM 02, 507;Rodovia;99560-000;0.0;(54) 3361-1181;555433611181;contato@salwipa.com.br;SIM;https://www.salwipa.com.br;Algemir Tonello;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Autopeças & Oficinas em Sarandi-RS. Decisor(a): Algemir Tonello. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0027;Samaqsul;SAMAQ SARANDI MAQUINAS E EQUIPAMENTOS PESADOS LTDA;93.070.746/0001-52;Ativa;Prestação de Serviços & Varejo;;Sarandi;ESTRADA PARALELA BR 386 ADELINO GELAIN, S/N;Diversas Localizacoes;99560-000;0.0;(54) 3361-1326;555433611326;contato@samaqsul.com.br;SIM;https://www.samaqsul.com.br;Joao Roberto Piaia;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Joao Roberto Piaia. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0028;Sarandi Bureaux;SARANDI BUREAUX;97.321.822/0001-06;Ativa;Prestação de Serviços & Varejo;;Sarandi;AVENIDA EXPEDICIONARIO, 1055;Centro;99560-000;0.0;(54) 3361-1722;555433611722;sarandi.bureaux.sarandi@hotmail.com;NÃO;Não possui site;Vinicius Luiz Albrecht;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Sarandi-RS. Decisor(a): Vinicius Luiz Albrecht. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0029;Signomar Bebidas;SIGNOMAR - COMERCIO DE BEBIDAS LTDA;89.336.333/0001-08;Ativa;Distribuidoras de Bebidas & Gás;;Sarandi;PARALELA BR 386 ADELINO GELAIN, 1195;Universitario;99560-000;0.0;(54) 3361-1102;555433611102;signomar.bebidas.sarandi@gmail.com;NÃO;Não possui site;Daltro Signor;DEMAIS;5;70;Empresa DEMAIS ativa no ramo de Distribuidoras de Bebidas & Gás em Sarandi-RS. Decisor(a): Daltro Signor. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0030;Taura Auto Pecas;TAURA COMERCIO DE AUTOPECAS LTDA;10.752.493/0001-70;Ativa;Autopeças & Oficinas;;Sarandi;"RUA PIETRO CESCON, 1576 - LOJA: 01;";Centro;99560-000;0.0;(54) 3361-1379;555433611379;taura.auto.pecas.sarandi@gmail.com;NÃO;Não possui site;Norberto Petry;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Sarandi-RS. Decisor(a): Norberto Petry. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0031;Vileli Industria De Malhas;VILELI INDUSTRIA DE MALHAS LTDA;05.331.043/0001-73;Ativa;Lojas de Roupas & Calçados;;Sarandi;RUA SEVERINO TOLOTI, 07;Dist Ind Germano De Cezaro;99560-000;0.0;(54) 9951-9805;555499519805;vileli.industria.malhas.sarandi@outlook.com;NÃO;Não possui site;Eliamara Ribeiro Bonfanti;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Lojas de Roupas & Calçados em Sarandi-RS. Decisor(a): Eliamara Ribeiro Bonfanti. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0032;Acougue Merten;IRMAOS MERTEN LTDA;01.049.975/0001-77;Ativa;Prestação de Serviços & Varejo;;Nova Boa Vista;AVENIDA JACOB WAGNER SOBRINHO, 1203;Centro;99580-000;11.0;(54) 3361-1177;555433611177;acougue.merten.nova.boa.vista@hotmail.com;NÃO;Não possui site;Carlos Alberto Merten;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Nova Boa Vista-RS. Decisor(a): Carlos Alberto Merten. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0033;Auto Eletrica Segredo;ODACIR JUAREZ GOMES DA SILVA;07.957.923/0001-85;Ativa;Autopeças & Oficinas;;Nova Boa Vista;, ;Centro;99580-000;11.0;(54) 3361-1185;555433611185;auto.eletrica.segredo.nova.boa.vista@gmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Nova Boa Vista-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0034;Boa Vista Planejados;BOA VISTA PLANEJADOS LTDA;00.465.453/0001-93;Ativa;Móveis & Decoração;;Nova Boa Vista;ACESSO MUNICIPAL 9195 - BR 386, 760;Interior;99580-000;11.0;(54) 3360-1008;555433601008;boa.vista.planejados.nova.boa.vista@gmail.com;NÃO;Não possui site;Evandro Liell;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Móveis & Decoração em Nova Boa Vista-RS. Decisor(a): Evandro Liell. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0035;C & C Engenharia;C & C ENGENHARIA LTDA;07.233.032/0001-86;Ativa;Construção Civil & Engenharia;;Nova Boa Vista;RUA FELIPE WERLANG, 113;Centro;99580-000;11.0;(54) 3360-1217;555433601217;c.c.engenharia.nova.boa.vista@outlook.com;NÃO;Não possui site;Cesar Dobler Fink;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Nova Boa Vista-RS. Decisor(a): Cesar Dobler Fink. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0036;Cachacaria Strohhut;STROHHUT INDUSTRIA E COMERCIO DE BEBIDAS LTDA;01.330.719/0001-53;Ativa;Prestação de Serviços & Varejo;;Nova Boa Vista;RUA JACOB WAGNER SOBRINHO, 760 - SALA 1;Centro;99580-000;11.0;(54) 9667-7522;555496677522;cachacaria.strohhut.nova.boa.vista@hotmail.com;NÃO;Não possui site;Sueli Thalheimer;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Nova Boa Vista-RS. Decisor(a): Sueli Thalheimer. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0037;Donna Supermercados;COMERCIO DE ALIMENTOS ALTO URUGUAI LTDA;10.593.619/0001-00;Ativa;Prestação de Serviços & Varejo;;Nova Boa Vista;AVENIDA JACOB WAGNER SOBRINHO, 422;Centro;99580-000;11.0;(54) 9156-9400;555491569400;donna.supermercados.nova.boa.vista@gmail.com;NÃO;Não possui site;Luis Carlos Schons;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Nova Boa Vista-RS. Decisor(a): Luis Carlos Schons. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0038;Eletronica Milani;ELETRONICA MILANI LTDA;04.968.375/0001-09;Ativa;Prestação de Serviços & Varejo;;Nova Boa Vista;RUA JOAO PEDRO WERLANG, 671;Centro;99580-000;11.0;(54) 9944-3629;555499443629;eletronica.milani.nova.boa.vista@gmail.com;NÃO;Não possui site;Alencar Willers Milani;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Nova Boa Vista-RS. Decisor(a): Alencar Willers Milani. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0039;Lacticinio Boavistense;LACTICINIO BOAVISTENSE LTDA;06.096.958/0001-04;Ativa;Prestação de Serviços & Varejo;;Nova Boa Vista;LINHA MIRIM, SN;Interior;99580-000;11.0;(54) 3601-050;5554543601050;lacticinio.boavistense.nova.boa.vista@outlook.com;NÃO;Não possui site;Wlademir Pedro Dall Bosco;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Nova Boa Vista-RS. Decisor(a): Wlademir Pedro Dall Bosco. Dados verificados na Receita Federal e Sintegra-RS.
